x y time dx dy dt dr^2 TotalDisplacementSquared
1.36E-05 2.08E-05 0.2330233 0 4E-07 0.0330033 1.6E-13 1.6E-13
1.36E-05 2.1E-05 0.2660266 0 2E-07 0.0330033 4E-14 3.6E-13
1.36E-05 2.08E-05 0.30003 0 -2E-07 0.0340034 4E-14 1.6E-13
1.4E-05 2.04E-05 0.3660366 4E-07 -4E-07 0.0660066 3.2E-13 1.6E-13
1.38E-05 2.06E-05 0.40004 -2E-07 2E-07 0.0340034 8E-14 8E-14
1.42E-05 2E-05 0.4330433 4E-07 -6E-07 0.0330033 5.2E-13 5.2E-13
11
1.38E-05 2.1E-05 0 0 0 0 0 0
1.38E-05 2.1E-05 0.10001 0 0 0.10001 0 0
1.4E-05 2.1E-05 0.1330133 2E-07 0 0.0330033 4E-14 4E-14
1.4E-05 2.14E-05 0.1660166 0 4E-07 0.0330033 1.6E-13 2E-13
1.4E-05 2.14E-05 0.2330233 0 0 0.0670067 0 2E-13
1.36E-05 2.14E-05 0.30003 -4E-07 0 0.0670067 1.6E-13 2E-13
1.42E-05 2.1E-05 0.3660366 6E-07 -4E-07 0.0660066 5.2E-13 1.6E-13
1.44E-05 2.04E-05 0.4330433 2E-07 -6E-07 0.0670067 4E-13 7.2E-13
1.44E-05 2.06E-05 0.50005 0 2E-07 0.0670067 4E-14 5.2E-13
1.44E-05 2.08E-05 0.5330533 0 2E-07 0.0330033 4E-14 4E-13
1.48E-05 2.1E-05 0.5660566 4E-07 2E-07 0.0330033000000001 2E-13 1E-12
11
2.84E-05 3.12E-05 0 0 0 0 0 0
2.8E-05 3.12E-05 0.10001 -4E-07 0 0.10001 1.6E-13 1.6E-13
2.8E-05 3.12E-05 0.1330133 0 0 0.0330033 0 1.6E-13
2.84E-05 3.18E-05 0.2330233 4E-07 6E-07 0.10001 5.2E-13 3.6E-13
2.84E-05 3.16E-05 0.2670267 0 -2E-07 0.0340034 4E-14 1.6E-13
2.8E-05 3.12E-05 0.30003 -4E-07 -4E-07 0.0330033 3.2E-13 1.6E-13
2.82E-05 3.14E-05 0.3330333 2E-07 2E-07 0.0330033 8E-14 8E-14
2.84E-05 3.12E-05 0.40004 2E-07 -2E-07 0.0670067 8E-14 0
2.8E-05 3.12E-05 0.50005 -4E-07 0 0.10001 1.6E-13 1.6E-13
2.8E-05 3.16E-05 0.5330533 0 4E-07 0.0330033 1.6E-13 3.2E-13
2.78E-05 3.22E-05 0.5670567 -2E-07 6E-07 0.0340034 4E-13 1.36E-12
15
1.28E-05 2.06E-05 0 0 0 0 0 0
1.28E-05 2.04E-05 0.0330033 0 -2E-07 0.0330033 4E-14 4E-14
1.32E-05 2.06E-05 0.0660066 4E-07 2E-07 0.0330033 2E-13 1.6E-13
1.24E-05 2.06E-05 0.0990099 -8E-07 0 0.0330033 6.4E-13 1.6E-13
1.24E-05 2.02E-05 0.1330133 0 -4E-07 0.0340034 1.6E-13 3.2E-13
1.24E-05 2.04E-05 0.1660166 0 2E-07 0.0330033 4E-14 2E-13
1.24E-05 2.06E-05 0.1990199 0 2E-07 0.0330033 4E-14 1.6E-13
1.22E-05 2.02E-05 0.2330233 -2E-07 -4E-07 0.0340034 2E-13 5.2E-13
1.24E-05 2.04E-05 0.2660266 2E-07 2E-07 0.0330033 8E-14 2E-13
1.24E-05 2.08E-05 0.3330333 0 4E-07 0.0670067 1.6E-13 2E-13
1.24E-05 2.14E-05 0.3660366 0 6E-07 0.0330033 3.6E-13 8E-13
1.2E-05 2.14E-05 0.3990399 -4E-07 0 0.0330033 1.6E-13 1.28E-12
1.18E-05 2.08E-05 0.4320432 -2E-07 -6E-07 0.0330033 4E-13 1.04E-12
1.16E-05 2.1E-05 0.4660466 -2E-07 2E-07 0.0340034 8E-14 1.6E-12
1.26E-05 2.1E-05 0.4990499 1E-06 0 0.0330033 1E-12 2E-13
15
2.26E-05 3.46E-05 0 0 0 0 0 0
2.28E-05 3.5E-05 0.10001 2E-07 4E-07 0.10001 2E-13 2E-13
2.28E-05 3.5E-05 0.1330133 0 0 0.0330033 0 2E-13
2.3E-05 3.46E-05 0.1660166 2E-07 -4E-07 0.0330033 2E-13 1.6E-13
2.4E-05 3.42E-05 0.20002 1E-06 -4E-07 0.0340034 1.16E-12 2.12E-12
2.24E-05 3.5E-05 0.2330233 -1.6E-06 8E-07 0.0330033 3.2E-12 2E-13
2.28E-05 3.46E-05 0.2660266 4E-07 -4E-07 0.0330033 3.2E-13 4E-14
2.24E-05 3.46E-05 0.30003 -4E-07 0 0.0340034 1.6E-13 4E-14
2.24E-05 3.5E-05 0.3660366 0 4E-07 0.0660066 1.6E-13 2E-13
2.24E-05 3.48E-05 0.40004 0 -2E-07 0.0340034 4E-14 8E-14
2.28E-05 3.48E-05 0.4330433 4E-07 0 0.0330033 1.6E-13 8E-14
2.3E-05 3.44E-05 0.4660466 2E-07 -4E-07 0.0330033 2E-13 2E-13
2.36E-05 3.42E-05 0.50005 6E-07 -2E-07 0.0340034 4E-13 1.16E-12
2.44E-05 3.38E-05 0.5330533 8E-07 -4E-07 0.0330033 8E-13 3.88E-12
2.64E-05 3.2E-05 0.6330633 2E-06 -1.8E-06 0.10001 7.24E-12 2.12E-11
15
1.2E-05 2.06E-05 0 0 0 0 0 0
1.24E-05 2.08E-05 0.10001 4E-07 2E-07 0.10001 2E-13 2E-13
1.24E-05 2.08E-05 0.1670167 0 0 0.0670067 0 2E-13
1.2E-05 2.04E-05 0.20002 -4E-07 -4E-07 0.0330033 3.2E-13 4E-14
1.24E-05 2E-05 0.2340234 4E-07 -4E-07 0.0340034 3.2E-13 5.2E-13
1.26E-05 2E-05 0.2670267 2E-07 0 0.0330033 4E-14 7.2E-13
1.28E-05 2.06E-05 0.30003 2E-07 6E-07 0.0330033 4E-13 6.4E-13
1.24E-05 2.1E-05 0.3340334 -4E-07 4E-07 0.0340034 3.2E-13 3.2E-13
1.24E-05 2.08E-05 0.3670367 0 -2E-07 0.0330033 4E-14 2E-13
1.24E-05 2.14E-05 0.40004 0 6E-07 0.0330033 3.6E-13 8E-13
1.2E-05 2.14E-05 0.4340434 -4E-07 0 0.0340034 1.6E-13 6.4E-13
1.18E-05 2.14E-05 0.4670467 -2E-07 0 0.0330033 4E-14 6.8E-13
1.24E-05 2.14E-05 0.50005 6E-07 0 0.0330033 3.6E-13 8E-13
1.28E-05 2.14E-05 0.5330533 4E-07 0 0.0330033 1.6E-13 1.28E-12
1.28E-05 2.18E-05 0.5670567 0 4E-07 0.0340034 1.6E-13 2.08E-12
12
2.16E-05 3.46E-05 0 0 0 0 0 0
2.16E-05 3.44E-05 0.0330033 0 -2E-07 0.0330033 4E-14 4E-14
2.12E-05 3.4E-05 0.1330133 -4E-07 -4E-07 0.10001 3.2E-13 5.2E-13
2.12E-05 3.4E-05 0.1660166 0 0 0.0330033 0 5.2E-13
2.12E-05 3.36E-05 0.20002 0 -4E-07 0.0340034 1.6E-13 1.16E-12
2.1E-05 3.36E-05 0.2330233 -2E-07 0 0.0330033 4E-14 1.36E-12
2.08E-05 3.36E-05 0.2660266 -2E-07 0 0.0330033 4E-14 1.64E-12
2.06E-05 3.4E-05 0.3660366 -2E-07 4E-07 0.10001 2E-13 1.36E-12
2.08E-05 3.4E-05 0.40004 2E-07 0 0.0340034 4E-14 1E-12
2.12E-05 3.4E-05 0.4330433 4E-07 0 0.0330033 1.6E-13 5.2E-13
2.12E-05 3.4E-05 0.4660466 0 0 0.0330033 0 5.2E-13
2.08E-05 3.36E-05 0.50005 -4E-07 -4E-07 0.0340034 3.2E-13 1.64E-12
14
1.24E-05 2.1E-05 0 0 0 0 0 0
1.24E-05 2.08E-05 0.0330033 0 -2E-07 0.0330033 4E-14 4E-14
1.28E-05 2.08E-05 0.10001 4E-07 0 0.0670067 1.6E-13 2E-13
1.28E-05 2.14E-05 0.1660166 0 6E-07 0.0660066 3.6E-13 3.2E-13
1.24E-05 2.14E-05 0.20002 -4E-07 0 0.0340034 1.6E-13 1.6E-13
1.2E-05 2.14E-05 0.2330233 -4E-07 0 0.0330033 1.6E-13 3.2E-13
1.2E-05 2.14E-05 0.2660266 0 0 0.0330033 0 3.2E-13
1.2E-05 2.12E-05 0.30003 0 -2E-07 0.0340034 4E-14 2E-13
1.2E-05 2.1E-05 0.40004 0 -2E-07 0.10001 4E-14 1.6E-13
1.24E-05 2.12E-05 0.4330433 4E-07 2E-07 0.0330033 2E-13 4E-14
1.28E-05 2.14E-05 0.4660466 4E-07 2E-07 0.0330033 2E-13 3.2E-13
1.26E-05 2.1E-05 0.50005 -2E-07 -4E-07 0.0340034 2E-13 4E-14
1.28E-05 2.08E-05 0.5330533 2E-07 -2E-07 0.0330033 8E-14 2E-13
1.3E-05 2.18E-05 0.5660566 2E-07 1E-06 0.0330033000000001 1.04E-12 1E-12
11
2.72E-05 3.2E-05 0 0 0 0 0 0
2.74E-05 3.22E-05 0.10001 2E-07 2E-07 0.10001 8E-14 8E-14
2.72E-05 3.22E-05 0.1660166 -2E-07 0 0.0660066 4E-14 4E-14
2.72E-05 3.2E-05 0.20002 0 -2E-07 0.0340034 4E-14 0
2.7E-05 3.22E-05 0.2660266 -2E-07 2E-07 0.0660066 8E-14 8E-14
2.74E-05 3.22E-05 0.30003 4E-07 0 0.0340034 1.6E-13 8E-14
2.72E-05 3.24E-05 0.3330333 -2E-07 2E-07 0.0330033 8E-14 1.6E-13
2.72E-05 3.26E-05 0.3660366 0 2E-07 0.0330033 4E-14 3.6E-13
2.76E-05 3.26E-05 0.40004 4E-07 0 0.0340034 1.6E-13 5.2E-13
2.76E-05 3.26E-05 0.4660466 0 0 0.0660066 0 5.2E-13
2.76E-05 3.2E-05 0.5660566 0 -6E-07 0.10001 3.6E-13 1.6E-13
15
1.96E-05 3.44E-05 0 0 0 0 0 0
1.96E-05 3.48E-05 0.0340034 0 4E-07 0.0340034 1.6E-13 1.6E-13
2E-05 3.5E-05 0.0670067 4E-07 2E-07 0.0330033 2E-13 5.2E-13
1.96E-05 3.5E-05 0.10001 -4E-07 0 0.0330033 1.6E-13 3.6E-13
1.94E-05 3.46E-05 0.1340134 -2E-07 -4E-07 0.0340034 2E-13 8E-14
1.94E-05 3.44E-05 0.1670167 0 -2E-07 0.0330033 4E-14 4E-14
1.92E-05 3.44E-05 0.20002 -2E-07 0 0.0330033 4E-14 1.6E-13
1.92E-05 3.5E-05 0.2340234 0 6E-07 0.0340034 3.6E-13 5.2E-13
1.98E-05 3.5E-05 0.2670267 6E-07 0 0.0330033 3.6E-13 4E-13
1.94E-05 3.5E-05 0.30003 -4E-07 0 0.0330033 1.6E-13 4E-13
1.96E-05 3.5E-05 0.3670367 2E-07 0 0.0670067 4E-14 3.6E-13
2E-05 3.5E-05 0.40004 4E-07 0 0.0330033 1.6E-13 5.2E-13
2E-05 3.48E-05 0.4340434 0 -2E-07 0.0340034 4E-14 3.2E-13
2E-05 3.52E-05 0.50005 0 4E-07 0.0660066 1.6E-13 8E-13
1.96E-05 3.54E-05 0.5670567 -4E-07 2E-07 0.0670067 2E-13 1E-12
11
1.2E-05 2.08E-05 0 0 0 0 0 0
1.24E-05 2.06E-05 0.0660066 4E-07 -2E-07 0.0660066 2E-13 2E-13
1.24E-05 2.1E-05 0.10001 0 4E-07 0.0340034 1.6E-13 2E-13
1.24E-05 2.08E-05 0.1330133 0 -2E-07 0.0330033 4E-14 1.6E-13
1.28E-05 2.08E-05 0.1660166 4E-07 0 0.0330033 1.6E-13 6.4E-13
1.24E-05 2.08E-05 0.20002 -4E-07 0 0.0340034 1.6E-13 1.6E-13
1.24E-05 2.14E-05 0.2330233 0 6E-07 0.0330033 3.6E-13 5.2E-13
1.28E-05 2.18E-05 0.30003 4E-07 4E-07 0.0670067 3.2E-13 1.64E-12
1.32E-05 2.18E-05 0.3660366 4E-07 0 0.0660066 1.6E-13 2.44E-12
1.28E-05 2.14E-05 0.40004 -4E-07 -4E-07 0.0340034 3.2E-13 1E-12
1.32E-05 2.18E-05 0.4330433 4E-07 4E-07 0.0330033 3.2E-13 2.44E-12
14
1.3E-05 2.08E-05 0 0 0 0 0 0
1.32E-05 2.1E-05 0.0330033 2E-07 2E-07 0.0330033 8E-14 8E-14
1.32E-05 2.08E-05 0.0670067 0 -2E-07 0.0340034 4E-14 4E-14
1.32E-05 2.08E-05 0.1330133 0 0 0.0660066 0 4E-14
1.34E-05 2.12E-05 0.1670167 2E-07 4E-07 0.0340034 2E-13 3.2E-13
1.34E-05 2.14E-05 0.20002 0 2E-07 0.0330033 4E-14 5.2E-13
1.36E-05 2.12E-05 0.2330233 2E-07 -2E-07 0.0330033 8E-14 5.2E-13
1.32E-05 2.16E-05 0.2670267 -4E-07 4E-07 0.0340034 3.2E-13 6.8E-13
1.32E-05 2.1E-05 0.30003 0 -6E-07 0.0330033 3.6E-13 8E-14
1.3E-05 2.08E-05 0.3660366 -2E-07 -2E-07 0.0660066 8E-14 0
1.28E-05 2.1E-05 0.4330433 -2E-07 2E-07 0.0670067 8E-14 8E-14
1.32E-05 2.08E-05 0.4660466 4E-07 -2E-07 0.0330033 2E-13 4E-14
1.28E-05 2.1E-05 0.50005 -4E-07 2E-07 0.0340034 2E-13 8E-14
1.24E-05 2.1E-05 0.5330533 -4E-07 0 0.0330033 1.6E-13 4E-13
12
2.32E-05 3.58E-05 0 0 0 0 0 0
2.32E-05 3.52E-05 0.0330033 0 -6E-07 0.0330033 3.6E-13 3.6E-13
2.36E-05 3.56E-05 0.0660066 4E-07 4E-07 0.0330033 3.2E-13 2E-13
2.32E-05 3.56E-05 0.10001 -4E-07 0 0.0340034 1.6E-13 4E-14
2.34E-05 3.58E-05 0.1330133 2E-07 2E-07 0.0330033 8E-14 4E-14
2.32E-05 3.62E-05 0.20002 -2E-07 4E-07 0.0670067 2E-13 1.6E-13
2.36E-05 3.6E-05 0.2660266 4E-07 -2E-07 0.0660066 2E-13 2E-13
2.34E-05 3.56E-05 0.30003 -2E-07 -4E-07 0.0340034 2E-13 8E-14
2.36E-05 3.56E-05 0.3660366 2E-07 0 0.0660066 4E-14 2E-13
2.32E-05 3.56E-05 0.4660466 -4E-07 0 0.10001 1.6E-13 4E-14
2.32E-05 3.6E-05 0.4990499 0 4E-07 0.0330033 1.6E-13 4E-14
2.32E-05 3.66E-05 0.5990599 0 6E-07 0.10001 3.6E-13 6.4E-13
12
1.36E-05 2.16E-05 0 0 0 0 0 0
1.4E-05 2.14E-05 0.0670067 4E-07 -2E-07 0.0670067 2E-13 2E-13
1.34E-05 2.14E-05 0.10001 -6E-07 0 0.0330033 3.6E-13 8E-14
1.4E-05 2.14E-05 0.1670167 6E-07 0 0.0670067 3.6E-13 2E-13
1.4E-05 2.14E-05 0.20002 0 0 0.0330033 0 2E-13
1.4E-05 2.12E-05 0.2330233 0 -2E-07 0.0330033 4E-14 3.2E-13
1.38E-05 2.1E-05 0.2670267 -2E-07 -2E-07 0.0340034 8E-14 4E-13
1.36E-05 2.1E-05 0.30003 -2E-07 0 0.0330033 4E-14 3.6E-13
1.36E-05 2.12E-05 0.3330333 0 2E-07 0.0330033 4E-14 1.6E-13
1.4E-05 2.18E-05 0.3670367 4E-07 6E-07 0.0340034 5.2E-13 2E-13
1.36E-05 2.14E-05 0.40004 -4E-07 -4E-07 0.0330033 3.2E-13 4E-14
1.36E-05 2.18E-05 0.4330433 0 4E-07 0.0330033 1.6E-13 4E-14
11
2.98E-05 3.22E-05 0 0 0 0 0 0
3.02E-05 3.22E-05 0.0330033 4E-07 0 0.0330033 1.6E-13 1.6E-13
3.02E-05 3.2E-05 0.0670067 0 -2E-07 0.0340034 4E-14 2E-13
3E-05 3.18E-05 0.10001 -2E-07 -2E-07 0.0330033 8E-14 2E-13
3.04E-05 3.18E-05 0.1330133 4E-07 0 0.0330033 1.6E-13 5.2E-13
3E-05 3.16E-05 0.1670167 -4E-07 -2E-07 0.0340034 2E-13 4E-13
2.96E-05 3.12E-05 0.2660266 -4E-07 -4E-07 0.0990099 3.2E-13 1.04E-12
3E-05 3.14E-05 0.30003 4E-07 2E-07 0.0340034 2E-13 6.8E-13
3E-05 3.12E-05 0.3330333 0 -2E-07 0.0330033 4E-14 1.04E-12
2.96E-05 3.12E-05 0.3660366 -4E-07 0 0.0330033 1.6E-13 1.04E-12
2.96E-05 3.16E-05 0.40004 0 4E-07 0.0340034 1.6E-13 4E-13
13
1.36E-05 2.3E-05 0 0 0 0 0 0
1.4E-05 2.22E-05 0.0330033 4E-07 -8E-07 0.0330033 8E-13 8E-13
1.42E-05 2.2E-05 0.0660066 2E-07 -2E-07 0.0330033 8E-14 1.36E-12
1.4E-05 2.18E-05 0.0990099 -2E-07 -2E-07 0.0330033 8E-14 1.6E-12
1.42E-05 2.26E-05 0.1330133 2E-07 8E-07 0.0340034 6.8E-13 5.2E-13
1.4E-05 2.24E-05 0.1660166 -2E-07 -2E-07 0.0330033 8E-14 5.2E-13
1.44E-05 2.3E-05 0.1990199 4E-07 6E-07 0.0330033 5.2E-13 6.4E-13
1.44E-05 2.22E-05 0.2990299 0 -8E-07 0.10001 6.4E-13 1.28E-12
1.48E-05 2.22E-05 0.3330333 4E-07 0 0.0340034 1.6E-13 2.08E-12
1.48E-05 2.2E-05 0.3660366 0 -2E-07 0.0330033 4E-14 2.44E-12
1.42E-05 2.2E-05 0.3990399 -6E-07 0 0.0330033 3.6E-13 1.36E-12
1.4E-05 2.26E-05 0.4330433 -2E-07 6E-07 0.0340034 4E-13 3.2E-13
1.46E-05 2.26E-05 0.4660466 6E-07 0 0.0330033 3.6E-13 1.16E-12
16
